Customer_Name,Email,Phone,Adresse,Age,Gender,Location,Customer_Segment,Category,Subcategory,Product,Price,Quantity,Weight,Date_Order,Tax_5_percent,Payement,Shipper,Shipping_Method,Shipping Costs,Inventory_id,StockLevel,Restock_Threshold,Last_Restock_Date,Warehouse_Name,Location_warehouse,Supplier_Name,Supplier_Phone,Location_Supplier,Quality_Score,rating_customer
Lisa Wade,Lisa_Wade@outlook.fr,7706066665,54317 Stephanie Brooks,-28,Male,Cameroon,Bronze,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,6,1.4736604838249365,2023-11-29,2.2,Ewallet,GeoPost,Ground,40.34,16,3994,150,2023-07-12,Japan WH,Japan,Brooks-Conway,+1-946-964-3175x601,USA,1.6,2
Amy Perez,Amy_Perez@hotmail.com,602.225.7759x0430,51240 Lacey Drive,23,Male,Haiti,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,10,1.845294905805982,2023-11-29,1.45,Credit Card,United Parcel Service,Sea,20.61,2,3990,150,2023-07-12,Japan WH,Japan,Johnson Inc,001-976-636-2295,China,2.47,2
Jason Combs,Jason_Combs@youcode.ma,001-959-677-3374x229,32030 Garrett Square Suite 820,-27,Male,Ireland,Gold,Food and Beverages,Organic Food,organic dairy products,61,-5,1.138042790617494,2023-11-30,3.05,Credit Card,Hermés Internation,Sea,29.79,1,4005,150,2023-07-12,Japan WH,Japan,"Campbell, Pratt and Taylor",646.496.2034,China,2.99,5
Michele Atkinson,Michele_Atkinson@youcode.ma,4238383388,48849 Lisa Shore Suite 337,-68,Male,Maldives,Silver,Energy,Biofuels,Ethanol,9,-6,1.4672225641486503,2023-11-29,0.45,Cash,United Parcel Service,Air,42.56,12,4006,150,2023-07-12,Turkey WH,Turkey,James Inc,(348)410-3086x4145,France,4.67,4
John Burke,John_Burke@hotmail.com,+1-619-596-8626,37914 Smith Overpass,39,Male,Mauritius,Silver,Food and Beverages,Organic Food,organic dairy products,61,8,1.6280336646178604,2023-12-02,3.05,Credit Card,DHL,Sea,16.12,1,3992,150,2023-07-12,Japan WH,Japan,Gibson-Thomas,+1-873-336-9869x319,Turkey,2.44,5
Jenna Lawson,Jenna_Lawson@outlook.fr,001-619-725-2964x939,2585 Houston Squares Apt. 396,13,Female,Paraguay,Silver,Energy,Biomass,Crop residues for energy generation,12,7,0.8736448241083886,2023-11-27,0.6,Cash,Hermés Internation,Sea,40.54,13,3993,150,2023-07-12,Japan WH,Japan,Thompson PLC,622.227.0531,France,1.63,3
Nicholas Jennings,Nicholas_Jennings@hotmail.com,501-367-0310,75810 Christopher Lodge,38,Male,Sierra Leone,Gold,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,8,0.2827818444047835,2023-11-28,0.55,Credit Card,Hermés Internation,Sea,47.18,22,3992,150,2023-07-12,Turkey WH,Turkey,Parker-Parker,+1-885-497-8616x8918,China,2.5,4
Michael Hill,Michael_Hill@gmail.com,9382771355,66467 Calhoun Walks Apt. 789,-74,Male,Guam,Silver,Energy,Biomass,Wood pellets,11,10,0.863127134897785,2023-11-30,0.55,Ewallet,DHL,Sea,10.19,4,3990,150,2023-07-12,China WH,China,Campbell Group,+1-560-556-6783x22603,USA,4.87,3
Daniel Johnson,Daniel_Johnson@gmail.com,+1-852-474-6768x92469,6152 Martinez Mission Apt. 238,44,Female,Jordan,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-10,1.2127593365608462,2023-11-30,0.55,Credit Card,DHL,Sea,42.55,3,4010,150,2023-07-12,Turkey WH,Turkey,Harris Group,(257)225-7359,USA,3.87,2
Courtney Sanchez,Courtney_Sanchez@hotmail.com,7444129621,635 Reyes Creek,8,Female,Pakistan,Gold,Food and Beverages,Organic Food,Organic fruits and vegetables,36,8,1.6475181643728767,2023-11-29,1.8,Ewallet,GeoPost,Air,15.83,14,3992,150,2023-07-12,Turkey WH,Turkey,"Tucker, Wallace and Barnes",968.668.9567,Colombia,1.11,
Brian Ryan,Brian_Ryan@outlook.fr,001-314-803-4094x6925,27676 Sandra Glens Apt. 393,68,Female,Lithuania,Bronze,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,5,0.7291903085528492,2023-11-27,1.15,Credit Card,GeoPost,Sea,7.52,18,3995,150,2023-07-12,Japan WH,Japan,Martin Group,610.933.1623x6022,Turkey,2.97,3
Jennifer Horne,Jennifer_Horne@youcode.ma,001-582-969-0121,96568 Caleb Orchard,16,Male,Nepal,Gold,Food and Beverages,Organic Food,organic dairy products,61,-2,0.7696346587638818,2023-11-29,3.05,Cash,GeoPost,Ground,36.46,1,4002,150,2023-07-12,Japan WH,Japan,"Wyatt, Thompson and Taylor",391-889-9644x6568,France,3.41,4
Amber Park,Amber_Park@yopmail.com,701-947-4182x8559,892 Fisher Roads,-23,Male,Fiji,Bronze,Energy,Biofuels,Biogas,11,3,1.6984509253380213,2023-11-30,0.55,Ewallet,GeoPost,Air,46.96,19,3997,150,2023-07-12,Turkey WH,Turkey,"Harris, Turner and Jones",480.575.8435x806,Colombia,2.91,4
Ashley Parks,Ashley_Parks@yopmail.com,+1-433-347-9567x285,7507 Bradley Key,60,Male,Guatemala,Gold,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-7,1.1385562667244153,2023-12-02,1.7,Cash,DHL,Air,10.51,17,4007,150,2023-07-12,China WH,China,Quinn PLC,5312224935,Turkey,1.93,3
Dylan Arias,Dylan_Arias@youcode.ma,308.440.8313x42825,24962 Ramirez Mission Suite 633,75,Female,Guam,Bronze,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-9,0.6584600344268199,2023-11-27,0.55,Credit Card,GeoPost,Ground,12.11,3,4009,150,2023-07-12,Turkey WH,Turkey,Rivas Ltd,+1-528-365-7606,China,2.41,2
Kathy Park,Kathy_Park@hotmail.com,9643657854,00135 Justin Stream Apt. 468,-43,Male,Haiti,Silver,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-9,1.9389069094783153,2023-11-30,3.75,Cash,DHL,Sea,13.97,9,4009,150,2023-07-12,Japan WH,Japan,"Stark, Patel and Hickman",424.425.1491,France,4.52,3
Lindsey Mcdonald,Lindsey_Mcdonald@outlook.fr,+1-633-810-1335x386,7770 Griffith Falls Suite 728,-30,Female,Haiti,Bronze,Energy,Biomass,Crop residues for energy generation,12,9,0.3830852483170435,2023-12-01,0.6,Credit Card,Hermés Internation,Sea,17.58,13,3991,150,2023-07-12,Japan WH,Japan,"Dunlap, York and Fernandez",419.748.1973x30086,China,3.92,4
Alexandra Martinez,Alexandra_Martinez@maroc.ma,001-551-750-3537x363,99638 Crystal Ranch,-90,Male,South Africa,Gold,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,-3,1.4831920632159115,2023-11-28,0.5,Credit Card,FedEx,Sea,37.7,15,4003,150,2023-07-12,Japan WH,Japan,"Zimmerman, Daugherty and Greene",(937)417-1477x4326,Turkey,1.75,4
Karen Collier,Karen_Collier@yopmail.com,001-908-286-4751x8022,22315 Donaldson Prairie Apt. 907,-9,Female,Suriname,Bronze,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-7,1.966592138428537,2023-11-30,1.15,Ewallet,DHL,Air,18.01,18,4007,150,2023-07-12,Japan WH,Japan,"Davis, Mercado and Bailey",447.746.0472x7047,Turkey,1.47,
Patricia Dean,Patricia_Dean@youcode.ma,001-246-230-9980x4618,85365 Valdez Drive Apt. 242,-26,Male,Uganda,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-6,1.5870345022303118,2023-11-28,1.7,Cash,DHL,Air,46.09,17,4006,150,2023-07-12,China WH,China,Powell Ltd,001-458-511-0224x842,Colombia,3.14,5
Alejandra Barnett,Alejandra_Barnett@gmail.com,(882)279-8104x82842,894 Navarro Freeway,60,Male,Mauritania,Bronze,Energy,Biomass,Crop residues for energy generation,12,-1,0.8128622077083162,2023-11-27,0.6,Credit Card,DHL,Sea,33.02,13,4001,150,2023-07-12,Japan WH,Japan,Kelley-Meza,+1-470-406-3118,USA,1.1,1
Eric Nguyen,Eric_Nguyen@yopmail.com,673-408-6412x04331,87503 Cynthia Glen Apt. 589,-15,Male,Norfolk Island,Silver,Energy,Biofuels,Biogas,11,10,0.212763136149566,2023-12-01,0.55,Credit Card,United Parcel Service,Air,38.05,19,3990,150,2023-07-12,China WH,China,Phillips-Taylor,470-845-6778x7179,Colombia,2.55,
Steven Mcbride,Steven_Mcbride@gmail.com,+1-783-944-5108x72988,0210 Watson Common,-1,Female,Saint Lucia,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,0,0.6024650197745213,2023-12-02,0.55,Ewallet,DHL,Sea,7.62,22,4000,150,2023-07-12,Turkey WH,Turkey,Carter-Cox,(800)653-3046x6802,China,1.03,1
Peter Campbell,Peter_Campbell@gmail.com,390.622.4096x66306,34266 Kyle Valleys,-33,Female,Finland,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,-2,0.950129317355583,2023-11-30,1.55,Ewallet,Hermés Internation,Air,13.22,11,4002,150,2023-07-12,China WH,China,Miller-Phelps,(316)741-3264x1603,USA,4.16,5
Justin Hall,Justin_Hall@hotmail.com,+1-289-451-2563x58001,871 Paige Viaduct Apt. 703,-44,Male,Ethiopia,Silver,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,6,0.10363937962403777,2023-11-29,0.8,Ewallet,United Parcel Service,Sea,41.89,8,3994,150,2023-07-12,Japan WH,Japan,Davis PLC,530-274-4994,China,1.04,4
Hayley Holmes,Hayley_Holmes@gmail.com,001-283-864-0834x35227,49867 Tony Corners,-60,Female,Oman,Gold,Energy,Biomass,Crop residues for energy generation,12,-9,0.803014223433057,2023-12-03,0.6,Cash,Hermés Internation,Air,47.41,13,4009,150,2023-07-12,Turkey WH,Turkey,"Martinez, Lara and Williams",340.657.0646,Colombia,3.98,5
Allison Delacruz,Allison_Delacruz@outlook.fr,702.774.0972x376,321 Vanessa Squares,31,Female,Wallis and Futuna,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-2,0.8897432367604432,2023-12-02,1.45,Cash,FedEx,Air,28.64,2,4002,150,2023-07-12,Turkey WH,Turkey,"Montoya, Schmidt and Rangel",847.544.8376x0065,Colombia,4.49,
Mark Browning,Mark_Browning@outlook.fr,561-475-0548,468 Stokes Inlet Apt. 049,-77,Female,Netherlands,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,10,0.12519834867775526,2023-12-02,2.2,Ewallet,GeoPost,Sea,33.41,16,3990,150,2023-07-12,Turkey WH,Turkey,Foster-Frazier,(234)910-4309x724,France,2.46,5
Timothy Brooks,Timothy_Brooks@outlook.fr,+1-417-386-1414,12477 Daniel Causeway,-26,Female,Saint Barthelemy,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,6,0.5298104000376493,2023-12-01,1.7,Cash,DHL,Ground,33.03,17,3994,150,2023-07-12,Japan WH,Japan,Ellis-Reyes,(881)892-4473,China,3.91,5
John Herrera,John_Herrera@maroc.ma,(788)816-8173x823,921 Sheila Alley,54,Female,Estonia,Silver,Food and Beverages,Organic Food,organic dairy products,61,5,0.6341338585579126,2023-11-29,3.05,Ewallet,United Parcel Service,Air,35.91,1,3995,150,2023-07-12,Japan WH,Japan,Barton LLC,+1-319-300-3346,France,1.96,5
John Smith,John_Smith@maroc.ma,805-521-2460,469 Black Ford Suite 640,39,Male,Djibouti,Silver,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,-5,1.6363124239082087,2023-11-29,3.75,Ewallet,GeoPost,Sea,24.25,9,4005,150,2023-07-12,Turkey WH,Turkey,"Perez, Hernandez and Huang",771-928-5536x233,China,1.84,2
Angela Williams,Angela_Williams@youcode.ma,(746)468-6183x9179,04166 Spencer Rue,51,Female,Timor-Leste,Gold,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,10,1.1053792305893875,2023-11-29,2.5,Ewallet,GeoPost,Air,21.49,23,3990,150,2023-07-12,Turkey WH,Turkey,Charles-Rodriguez,(678)603-6588,Colombia,3.96,2
Adrienne Nelson,Adrienne_Nelson@hotmail.com,747-969-6737x1389,918 Marvin Courts Suite 936,-59,Male,Iran,Gold,Food and Beverages,Organic Food,organic dairy products,61,-6,0.8476111066036761,2023-11-27,3.05,Cash,FedEx,Ground,16.77,1,4006,150,2023-07-12,China WH,China,"Atkins, Baird and Rodriguez",(223)349-4578x78352,Colombia,4.54,
Marvin Jones,Marvin_Jones@yopmail.com,(989)444-1306x6456,04962 Timothy Creek Suite 932,-3,Female,Bahrain,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-2,1.5506497541198612,2023-12-01,1.45,Ewallet,GeoPost,Ground,32.59,2,4002,150,2023-07-12,Japan WH,Japan,"Alvarado, Hicks and Garcia",931-762-1125,Turkey,3.41,3
Karen Martinez,Karen_Martinez@hotmail.com,001-796-409-7350x765,675 Tyler Streets,79,Female,French Southern Territories,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-5,0.5322092906920199,2023-11-30,1.8,Credit Card,DHL,Sea,33.2,14,4005,150,2023-07-12,China WH,China,"Smith, Norris and Gonzalez",771.977.1455x8345,France,3.0,3
Laura Jones,Laura_Jones@hotmail.com,001-765-459-6868x096,596 Hardy Garden,-52,Male,Fiji,Gold,Energy,Biofuels,Ethanol,9,4,1.8859096518959366,2023-12-01,0.45,Credit Card,FedEx,Air,7.72,12,3996,150,2023-07-12,Turkey WH,Turkey,Herrera-Morton,868-299-6225,Colombia,1.06,5
Theodore Miller,Theodore_Miller@yopmail.com,3529368393,253 Aaron Lodge Apt. 182,-19,Female,Venezuela,Bronze,Food and Beverages,Organic Food,organic dairy products,61,-4,0.9684531372612788,2023-11-27,3.05,Ewallet,GeoPost,Ground,10.58,1,4004,150,2023-07-12,Japan WH,Japan,Peters-Alvarez,+1-257-938-9481x61239,Colombia,3.69,4
Karen Nelson,Karen_Nelson@yopmail.com,805.881.8108x674,263 Montes Path Suite 259,-30,Female,Guernsey,Gold,Energy,Biomass,Wood pellets,11,-3,0.6300977064026969,2023-11-30,0.55,Cash,GeoPost,Sea,26.26,4,4003,150,2023-07-12,China WH,China,"Blankenship, Wilson and Gonzalez",828-228-2532x16861,USA,2.96,
Angela Taylor,Angela_Taylor@yopmail.com,001-439-354-2719,669 Anthony Greens Suite 298,-32,Female,Ethiopia,Silver,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,4,1.356295518319072,2023-11-29,4.0,Cash,DHL,Sea,29.44,10,3996,150,2023-07-12,Turkey WH,Turkey,Olson and Sons,001-287-925-3009x6548,Colombia,1.28,4
Glenda Campbell,Glenda_Campbell@outlook.fr,(992)495-0142,385 Norris Shoal,62,Male,Mauritania,Gold,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-2,1.5259191362543407,2023-11-27,0.55,Ewallet,United Parcel Service,Sea,6.37,3,4002,150,2023-07-12,China WH,China,Kelley-Ortiz,(670)889-0782,China,4.61,3
David Torres,David_Torres@maroc.ma,(730)759-7104,901 Marissa Park,32,Male,Malta,Bronze,Energy,Biofuels,Ethanol,9,-1,1.9861455781863557,2023-11-29,0.45,Cash,FedEx,Sea,14.12,12,4001,150,2023-07-12,Japan WH,Japan,Villarreal Group,730.345.5914,Colombia,2.76,4
Alison Boone,Alison_Boone@maroc.ma,001-472-644-4145x627,002 Snyder Springs,1,Male,Marshall Islands,Gold,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-4,1.1671636682598092,2023-11-29,1.45,Credit Card,FedEx,Ground,41.54,2,4004,150,2023-07-12,China WH,China,Allen Ltd,3475316842,China,4.05,1
Cody Martin,Cody_Martin@youcode.ma,001-718-559-2238x749,2095 Bradley Turnpike Suite 836,-1,Female,Morocco,Silver,Food and Beverages,Organic Food,organic dairy products,61,3,1.8359858854340756,2023-11-29,3.05,Cash,Hermés Internation,Sea,14.49,1,3997,150,2023-07-12,China WH,China,Thomas-Perkins,(892)699-7208,USA,2.18,4
Jill Edwards,Jill_Edwards@gmail.com,973-244-3674x0535,2650 Foster Land Suite 035,57,Female,Benin,Bronze,Energy,Biofuels,Biodiesel,5,-7,0.2996137531687675,2023-12-01,0.25,Cash,United Parcel Service,Sea,49.62,5,4007,150,2023-07-12,China WH,China,King LLC,310-717-2381x92981,Turkey,1.62,5
Rose Clark,Rose_Clark@yopmail.com,625-659-0943,47121 Edward Fall,59,Female,Thailand,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-1,1.3348328520904458,2023-12-01,1.5,Ewallet,Hermés Internation,Ground,34.68,20,4001,150,2023-07-12,Turkey WH,Turkey,Davila-Johnson,565.213.6974,Colombia,4.22,1
Katherine Fernandez,Katherine_Fernandez@gmail.com,(341)583-8297,5843 Mullins Summit,84,Female,Uganda,Silver,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,-2,1.293469499648005,2023-11-28,0.5,Credit Card,FedEx,Sea,16.76,15,4002,150,2023-07-12,Turkey WH,Turkey,"Fowler, Beck and Smith",(220)520-2603,China,1.63,1
Seth Thomas,Seth_Thomas@outlook.fr,997-735-3068,81003 Patrick Roads,-16,Male,French Guiana,Bronze,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,-1,1.5778020055350355,2023-11-30,0.5,Credit Card,GeoPost,Sea,48.41,15,4001,150,2023-07-12,Japan WH,Japan,Gonzalez-Smith,670-975-1804x01692,Turkey,3.63,1
Beth Rosario,Beth_Rosario@youcode.ma,001-201-406-7312x48290,21326 Amber Burg,-30,Female,Falkland Islands (Malvinas),Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-9,0.47653960115560945,2023-12-02,2.2,Ewallet,Hermés Internation,Sea,27.81,16,4009,150,2023-07-12,Turkey WH,Turkey,Blake Ltd,378.243.6538,Colombia,1.04,1
Marc Jones,Marc_Jones@yopmail.com,401.881.3319,978 Rivera Land,84,Female,Cambodia,Silver,Energy,Biomass,Wood pellets,11,-2,0.8263673317428137,2023-11-28,0.55,Credit Card,DHL,Air,42.0,4,4002,150,2023-07-12,Turkey WH,Turkey,Larson-Webb,465.472.8806x8883,USA,4.03,
Amanda Brown,Amanda_Brown@maroc.ma,001-205-709-4024,854 Daniel Shore,-25,Female,Namibia,Gold,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-9,0.21743386844722323,2023-12-01,0.55,Cash,Hermés Internation,Sea,34.76,22,4009,150,2023-07-12,Turkey WH,Turkey,Cohen-Buck,(864)350-8332x8300,USA,1.67,1
Cody Williams,Cody_Williams@gmail.com,001-759-335-6386x518,2406 James Wells,85,Male,Morocco,Gold,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-5,0.47174584448945045,2023-11-30,1.15,Credit Card,Hermés Internation,Air,9.7,18,4005,150,2023-07-12,Turkey WH,Turkey,"Griffith, Reed and Martinez",(846)446-9856x1150,Turkey,3.29,5
Douglas Vega,Douglas_Vega@maroc.ma,828-756-0946,725 Roy Green Suite 272,-1,Male,Jamaica,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-6,1.5226765456950695,2023-12-02,2.3,Cash,Hermés Internation,Sea,10.29,7,4006,150,2023-07-12,China WH,China,Serrano and Sons,001-956-988-0709x9138,China,4.89,5
Amanda Miller,Amanda_Miller@hotmail.com,+1-805-578-5352x43584,875 Natasha Ville Suite 457,-89,Male,Azerbaijan,Bronze,Pharmaceuticals,Biopharmaceuticals,Insulin,11,6,0.9017463232894737,2023-12-02,0.55,Cash,DHL,Ground,34.64,3,3994,150,2023-07-12,Japan WH,Japan,Ruiz-Foley,001-409-588-8314x31378,France,4.59,3
Rachel Nguyen,Rachel_Nguyen@youcode.ma,(270)312-4821x99067,6759 Pena Lights Apt. 509,69,Female,Germany,Bronze,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,2,0.37093417790683236,2023-11-28,0.5,Credit Card,FedEx,Air,25.4,15,3998,150,2023-07-12,Turkey WH,Turkey,Walsh LLC,947-652-3665,China,4.21,4
Renee Allen,Renee_Allen@yopmail.com,925-535-5313,9026 Mayer Island,-6,Female,Australia,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,2,1.1314600733497922,2023-11-29,2.3,Credit Card,DHL,Air,46.16,7,3998,150,2023-07-12,Japan WH,Japan,York-King,+1-279-677-0597x79030,Colombia,2.56,3
Amanda Parker,Amanda_Parker@outlook.fr,3365008790,427 Padilla Avenue,-53,Female,Guadeloupe,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-6,0.9427156897682644,2023-11-28,2.3,Cash,DHL,Sea,18.4,7,4006,150,2023-07-12,China WH,China,Jones PLC,001-524-927-4027x58899,Colombia,1.86,4
Betty Nixon,Betty_Nixon@gmail.com,633-331-2764x186,94927 Joseph Manors,18,Male,Saudi Arabia,Bronze,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-1,0.7131306465853582,2023-12-01,1.8,Cash,Hermés Internation,Air,19.01,14,4001,150,2023-07-12,Japan WH,Japan,"Walters, Morris and Martin",001-676-804-6494x121,China,3.11,1
Jennifer Grant,Jennifer_Grant@gmail.com,001-945-682-3054x89703,76151 Moore Shoals Apt. 784,79,Male,Trinidad and Tobago,Silver,Agriculture,Biopesticides,Neem oil-based insecticides,71,8,1.0298079737450658,2023-11-29,3.55,Cash,Hermés Internation,Ground,43.84,6,3992,150,2023-07-12,Turkey WH,Turkey,Schmidt Inc,280-250-0840x885,France,2.39,4
Joseph Maxwell,Joseph_Maxwell@gmail.com,297.413.8675x935,533 Michael Harbors Apt. 157,83,Female,Greece,Bronze,Energy,Biomass,Wood pellets,11,-1,1.8856038404093702,2023-12-01,0.55,Cash,Hermés Internation,Air,40.86,4,4001,150,2023-07-12,Turkey WH,Turkey,Williams Ltd,310-990-5633,Colombia,4.4,5
Lisa Boyd,Lisa_Boyd@youcode.ma,225.791.8172x24854,2820 Bob Isle Suite 286,-8,Male,Bouvet Island (Bouvetoya),Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,5,1.7470326796796507,2023-11-27,1.7,Credit Card,DHL,Air,41.36,17,3995,150,2023-07-12,Turkey WH,Turkey,"Nicholson, Weeks and Walter",288.633.5911,Turkey,4.32,
Cheryl Smith,Cheryl_Smith@gmail.com,(554)530-8015,3109 Pineda Estates,50,Male,Madagascar,Silver,Food and Beverages,Organic Food,organic dairy products,61,-7,1.9527304824950567,2023-11-29,3.05,Credit Card,DHL,Sea,37.91,1,4007,150,2023-07-12,Turkey WH,Turkey,"Christian, Hall and Kim",+1-746-931-4230x246,Turkey,1.86,1
Johnny Watson,Johnny_Watson@hotmail.com,001-959-242-1618x415,66451 Rita View Apt. 705,71,Male,Namibia,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,4,1.8825050844598874,2023-11-27,1.7,Ewallet,FedEx,Ground,13.49,17,3996,150,2023-07-12,Japan WH,Japan,Massey-Thomas,001-938-231-3364x286,USA,3.76,1
Maria White,Maria_White@youcode.ma,(548)530-3843,7433 Sullivan Flats Apt. 148,86,Female,Sierra Leone,Gold,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,9,1.0620673080295024,2023-11-27,1.15,Credit Card,FedEx,Ground,18.41,18,3991,150,2023-07-12,Japan WH,Japan,Stuart-Patterson,001-220-687-3749,USA,1.58,3
Corey Page,Corey_Page@yopmail.com,2852584199,175 Gardner Expressway Suite 095,-77,Male,Barbados,Gold,Energy,Biofuels,Biogas,11,8,0.956865050289215,2023-11-27,0.55,Ewallet,United Parcel Service,Sea,5.05,19,3992,150,2023-07-12,China WH,China,"Camacho, Tyler and Gomez",488-514-7547x3694,USA,1.53,5
Daniel Foster,Daniel_Foster@youcode.ma,+1-418-701-6861x784,112 Amanda Skyway,48,Male,Macao,Bronze,Energy,Biomass,Crop residues for energy generation,12,-7,1.7889204934344145,2023-11-27,0.6,Cash,DHL,Air,24.87,13,4007,150,2023-07-12,China WH,China,Ruiz-Sullivan,4605663361,Colombia,4.76,5
Troy Ford,Troy_Ford@outlook.fr,262-395-9321,966 Steven Hill Suite 078,-80,Male,Senegal,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,3,0.48207746711128463,2023-11-27,2.5,Credit Card,FedEx,Ground,18.91,23,3997,150,2023-07-12,China WH,China,"Kim, Thomas and Wallace",(421)277-5470,France,4.51,5
Anthony Jones,Anthony_Jones@maroc.ma,946-521-6973x901,23817 Ronald Vista,-29,Male,Macao,Gold,Energy,Biomass,Wood pellets,11,-1,0.5283049571607883,2023-12-01,0.55,Cash,United Parcel Service,Ground,19.36,4,4001,150,2023-07-12,Turkey WH,Turkey,"Reid, Gallegos and Weber",001-980-863-7275x448,Turkey,3.34,3
James Montgomery,James_Montgomery@gmail.com,001-944-670-0366x9505,1330 Patrick Highway,13,Male,South Africa,Gold,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,5,0.9458292871787435,2023-12-02,1.5,Credit Card,FedEx,Sea,27.73,20,3995,150,2023-07-12,China WH,China,Allen-Watkins,9409369615,Colombia,1.28,5
David Tanner,David_Tanner@gmail.com,7394764659,8494 Justin Mountains,-75,Female,Hong Kong,Bronze,Food and Beverages,Organic Food,organic dairy products,61,2,0.9959741842653909,2023-11-30,3.05,Ewallet,DHL,Ground,43.97,1,3998,150,2023-07-12,Japan WH,Japan,West-Thompson,+1-822-448-5317,Turkey,1.25,5
David Fox,David_Fox@youcode.ma,838-965-4241x26385,2019 Shirley Creek,84,Female,Uzbekistan,Gold,Food and Beverages,Organic Food,Organic fruits and vegetables,36,10,0.5914182302184432,2023-12-01,1.8,Ewallet,Hermés Internation,Ground,12.68,14,3990,150,2023-07-12,Japan WH,Japan,Graham and Sons,9798717259,China,3.79,1
Cheryl Murphy,Cheryl_Murphy@maroc.ma,+1-802-273-0290,051 Atkinson Lodge Apt. 583,-37,Female,British Indian Ocean Territory (Chagos Archipelago),Gold,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-8,0.27123461178884867,2023-11-29,1.15,Credit Card,United Parcel Service,Sea,36.52,18,4008,150,2023-07-12,Turkey WH,Turkey,Johnson PLC,669.219.1465x771,China,4.88,1
Daniel Nelson,Daniel_Nelson@gmail.com,822.229.4284x167,40844 Adam Wall,-84,Female,Netherlands,Silver,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-4,0.1926506880045978,2023-11-28,2.3,Cash,FedEx,Sea,49.36,7,4004,150,2023-07-12,Japan WH,Japan,Walton LLC,001-641-443-9144,China,1.34,2
Danny Porter,Danny_Porter@youcode.ma,701.368.1839x72007,64737 Clarence Shoal Suite 803,-36,Male,Algeria,Bronze,Energy,Biofuels,Biogas,11,-2,1.4574316648717054,2023-12-02,0.55,Ewallet,FedEx,Air,31.99,19,4002,150,2023-07-12,China WH,China,Peterson Inc,784-842-5953x7362,Turkey,4.11,1
Sharon Goodwin,Sharon_Goodwin@youcode.ma,+1-556-845-0393x38692,06939 Rebecca Fall,15,Female,Portugal,Gold,Food and Beverages,Organic Food,Organic fruits and vegetables,36,3,0.9262893433798657,2023-11-29,1.8,Credit Card,Hermés Internation,Air,28.6,14,3997,150,2023-07-12,Turkey WH,Turkey,Casey PLC,557-582-0419,Colombia,4.25,5
Claire Young,Claire_Young@maroc.ma,(622)825-9818x26981,9072 Julia Square Apt. 203,-55,Female,Malaysia,Gold,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,0,1.1343867302262785,2023-11-28,1.7,Ewallet,FedEx,Air,26.58,17,4000,150,2023-07-12,Turkey WH,Turkey,"Mitchell, Thompson and Banks",2658207775,China,1.69,2
